,author,text,likes,published_at,Unnamed: 0
2309,@LynnAngila,Hakuna maturity Sabrina ako nayo by the way,0,2025-05-05T23:06:04Z,1980.0
2310,@veronicawanza2567,Hannah wewe ni fala,0,2025-05-05T23:05:46Z,1981.0
2311,@LeahNyagaka,Toka leo am not a kisii😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-05-05T23:05:43Z,1982.0
2312,@SheilaAwuor-g5b,I love the way Obbizze is looking at Hannah 😅😅he is like yoo this isn't TikTok live please be composed 😂😂,81,2025-05-05T23:05:29Z,1983.0
2313,@belindajepkemboi4556,It's staged,0,2025-05-05T23:05:16Z,1984.0
2314,@JanetNekesa-h3r,OBINA YOUR DOWNFALL... SHIDA ZENU,7,2025-05-05T23:05:02Z,1985.0
2315,@magdalenemutio266,Umakuja na evidence za Nairobi after umepewa dawa kisii ukakunywa ukapona alafu obina thats so low of you you really disrepected culture kuruhusu huyu msichana aingililie interview ungemwabia utamuita siku yake,0,2025-05-05T23:04:26Z,1986.0
2316,@Jullie_kaff,May this kind of love locate my ex 🚮🚮😂😂❌,0,2025-05-05T23:03:36Z,1987.0
2317,@Lucyagevi,Sabrina she's lying how can one girl be sick and this is an infection yooh  and you guys been having threesome since you dating one niggah na wewe usipate . ..... she's just pinning staffs on Hannah even her  face shows out much ✌️..,0,2025-05-05T23:02:36Z,1988.0
2318,@RobinaBosibori,Lakini hanna ni kazeee,0,2025-05-05T23:01:51Z,1989.0
2319,@GraceAmos-t4w,We Sabrina ulikuwa waita Hannah akuje kukusalimia aje ukijua alikuwa ex wa Samir🤔🤔.. Na unajua mbilikimo tabia zake,0,2025-05-05T23:01:36Z,1990.0
2320,@MariahKemunto,Chai☕☕,0,2025-05-05T23:01:29Z,1991.0
2321,@AnnMutua-u2u,Sabrina is young and very understanding....Mpaka ameogopa laana akaenda😂,54,2025-05-05T23:01:27Z,1992.0
2322,@habbzjulz6482,Hannah ata heri ungetulia bila kujileta kwa interview ya wenyewe 😅😅😅😅😅,0,2025-05-05T22:59:46Z,1993.0
2323,@Lucyagevi,Acha aje pasi 😅😅😅😅😅😅😅eeey culture 😅😅😅😅😅😅😅ni basiiii,0,2025-05-05T22:58:27Z,1994.0
2324,@AliceKinona,Sabrina looked nourvous,0,2025-05-05T22:58:22Z,1995.0
2325,@Norahmukaria,😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,2025-05-05T22:57:53Z,1996.0
2326,@faridahkalekia9761,Iyo mbio hanna anakuja nayo si kwa ubaya but si poa,0,2025-05-05T22:57:28Z,1997.0
2327,@benadattebitengo565,Haya when is Paris coming?,0,2025-05-05T22:56:46Z,1998.0
2328,@Winnie-k8r,😂😂😂😂😂😂❤❤❤❤,0,2025-05-05T22:55:45Z,1999.0
2329,@EmmaMukundie,Hannah ameachwa hapo na makaratasi zake za takataka 😂😂,25,2025-05-05T22:55:30Z,2000.0
2330,@welovekids8769,"Kama kuna any infection, everyone must have had it juu no protection.",0,2025-05-05T22:54:59Z,2001.0
2331,@tabithamuiruri5293,I know hamtakubaliana na mimi but sabrina ni mjinga,9,2025-05-05T22:54:43Z,2002.0
2332,@tmaintmain9603,Obinna you can do better.That was unprofessional,0,2025-05-05T22:54:32Z,2003.0
2333,@malkiafaustine,"To young girls out here 
Your value is not in likes or views.
Social media fame fades, but your dignity and self-worth stay with you forever. Don’t trade that for temporary attention.

What you allow yourself to do teaches others how to treat you. Carry yourself with grace, strength, and purpose.

Just because someone is trending doesn’t mean they’re worth imitating. Find inspiration in those who lead with integrity.",915,2025-05-05T22:53:43Z,2004.0
2334,@lubs590,Na hii ujinga yote na bibi ako ......aki God have mercy upon us women,76,2025-05-05T22:53:38Z,2005.0
2335,@JeskaAmbasa,I hate Hannah 🤮🤮🤮🤮🤮🤮,1,2025-05-05T22:52:33Z,2006.0
2336,@Stacy_wahu,Wueeeh!!!!,1,2025-05-05T22:52:15Z,2007.0
2337,@jecintawambui3220,Kaongo😅😅😅😅😅 aky ulirudia tena😊,1,2025-05-05T22:52:07Z,2008.0
2338,@CatherineNicholas-ii3yp,Obinna No no no no interview ya mwingine mtu asiingilie..usijaribu tena,7,2025-05-05T22:51:31Z,2009.0
2339,@valentinealusa7406,Obinna amerudi kwa get together ya Nairobi Diaries 😅,5,2025-05-05T22:51:26Z,2010.0
2340,@lylyanefletcher6958,Obinna very unprofessional wewe juzi tulikutetea kwa Ofweneke😏😏,1,2025-05-05T22:51:12Z,2011.0
2341,@Westlands_news,Asante mungu am a bachelor and happy i fear ladies,2,2025-05-05T22:51:07Z,2012.0
2342,@nyakoboke,The interview was not professional,1,2025-05-05T22:51:02Z,2013.0
2343,@SmitaPravesh,Hehe uyu birikimo amepata mnyonge mm io glass iko apo ningekupiga ya kichwa io interview ingebaki history ningeleta drama adi makarao wangefika apo i swear izo interview zote zingeisha apo,12,2025-05-05T22:50:35Z,2014.0
2344,@user-jo1rb3mm2c,obinna we are not happy buannna …hannnah ametuharibia interview nktt!!!!!,2,2025-05-05T22:50:24Z,2015.0
2345,@shindani,Km n mlamwa  angeletwa mkutane na yy ungekaapo zz ungetoka uaze respect 😅😂 watu mnajua kujichocha sana vle unataka respect  na wengine wanataka hivyio  yaani  kusimu inaendelea kutawala,0,2025-05-05T22:50:09Z,2016.0
2346,@jecintamumbi7569,But sab anajua kukiss,1,2025-05-05T22:49:39Z,2017.0
2347,@lillyjackie503,Mambo ni mengi😂😂😂😂aki Hannah nakapenda buree,0,2025-05-05T22:49:34Z,2018.0
2348,@PhilipineKanana,This is so wrong Hannah,0,2025-05-05T22:49:12Z,2019.0
2349,@shishi123075,Captain mwitu😂😂😂,0,2025-05-05T22:48:31Z,2020.0
2350,@Djdripper_ke,Me ngekuwa culture hata hawa singekuwa kwa hapo badoo😅😂,0,2025-05-05T22:48:22Z,2021.0
2351,@enocklosur8253,Obimma is like light it up...for the show to be more fire,11,2025-05-05T22:48:05Z,2022.0
2352,@SharonNtinyari-n5r,Hannah 💞,0,2025-05-05T22:47:22Z,2023.0
2353,@WorldcoinServices,Obinna ni nugu sana I swear 😢😢,17,2025-05-05T22:47:22Z,2024.0
2354,@Vanishnaom,Ukweli inauma😂😂😂😂,0,2025-05-05T22:47:20Z,2025.0
2355,@Djdripper_ke,msuongee nyngi na captain ako alive,0,2025-05-05T22:47:03Z,2026.0
2356,@julietnashipai6608,Hannah is low upstairs ako na madharau sana,0,2025-05-05T22:46:56Z,2027.0
2357,@XmasMami,obinna amekua very stupid anafanya everything for likes amekua unprofessional,0,2025-05-05T22:46:23Z,2028.0
2358,@esthergithinji1822,Huyu hannah mdomo tu,0,2025-05-05T22:45:52Z,2029.0
2359,@SamwelNyabuto-sf9sj,Obina please . A Doctor is always accurate and a doctor can never give you drugs without an infection.  But Obina please apologize to your guests .,1,2025-05-05T22:45:20Z,2030.0
2360,@BennettNeila,Tuko hapa 😂😂🤣🤣🤣🤣Aki drama za Kenya,1,2025-05-05T22:44:35Z,2031.0
2361,@neutongatobu180,Hannah kuna kitu anaficha alikuwa na kaswede mbona akuleta results za huko kisii oasis hospital,0,2025-05-05T22:44:33Z,2032.0
2362,@jecintamumbi7569,Culture niue😂😂😂😂😂😂😂😂,0,2025-05-05T22:44:15Z,2033.0
2363,@WorldcoinServices,Obbina nimekuchukia from today,31,2025-05-05T22:44:03Z,2034.0
2364,@WorldcoinServices,Obinna that is wrong,0,2025-05-05T22:43:34Z,2035.0
2365,@winnienjeri6432,"End the live becoz the interview was not hers,angeitwa siku yake ajieleze😏",0,2025-05-05T22:42:58Z,2036.0
2366,@mercygithiri6514,Hukuwa tamu sana siku za mvua😂😅,0,2025-05-05T22:42:21Z,2037.0
2367,@estherochego8790,The trending couple ni 2 months na Hanna anaona amefika,0,2025-05-05T22:41:26Z,2038.0
2368,@fatmanasimiyu3284,Kwani camera za Obinna hazina filter,2,2025-05-05T22:41:20Z,2039.0
2369,@irenendanu7512,"That was so wrong of Hannah gate crushing someone's interview,she could have waited for her turn",0,2025-05-05T22:41:09Z,2040.0
2370,@jecintawambui3220,Aky haka kasichana kanajionaga aje kiburi ako nayo Hannah punguza  mdomo dunia itakufunza wewe tuko tu hapa tunawatch,7,2025-05-05T22:40:47Z,2041.0
2371,@estherkatheu7267,Hatuwezi lala bila full udaku😂😂,7,2025-05-05T22:40:39Z,2042.0
2372,@cynthianasimiyu1147,Sabrina hana taste kabisa. Juu hizi ni nin😢. Anyway i know you all are hating in Hanna but ni mrembo kuliko Sabrina.  Huyu anamshindia tu matako😅,1,2025-05-05T22:40:30Z,2043.0
2373,@Stiner_vibes1.,"Obinna leo nàyo hujafanya poa
You need to apologize",0,2025-05-05T22:40:02Z,2044.0
2374,@SylviahKerubo-l9u,Culture amejam aki 😭😭😭😭😭,7,2025-05-05T22:40:02Z,2045.0
2375,@ImmaculateJoel,Kaswende funga mdomo,0,2025-05-05T22:39:40Z,2046.0
2376,@SylviahKerubo-l9u,After hapa Sabrinah and Culture mapenzi ni Vipi??,0,2025-05-05T22:38:15Z,2047.0
2377,@Itsbree-u5b,Hannah kadomo tu,0,2025-05-05T22:37:58Z,2048.0
2378,@dtradersite,Before Hannah akuje huyu jamaa alikua anaenjoy kukua Comedian + romantic😂5 minutes later akakua msikilizaji wa kupigwa na butwa na aibu...juu hizo ni nini walikua waongea mbele yake after asifie dem hivyo vyote honestly😢,1,2025-05-05T22:37:13Z,2049.0
2379,@njokiesther7391,Aki wakisi 😅😅😂😂,0,2025-05-05T22:37:05Z,2050.0
2380,@Jane-le9gv,Obbina eti Malaya  hakumbuki wee hiyo ni harsh,0,2025-05-05T22:37:03Z,2051.0
2381,@JanetKerubo-w8p,Am a proud kisii😂❤,6,2025-05-05T22:36:58Z,2052.0
2382,@ceciliamutua,Mwanamke akipata jamaa anaye mpenda huwa ananona not vice versa,0,2025-05-05T22:36:40Z,2053.0
2383,@CareenWasilwa,Mbona mtu a join  interview  ya wenyewe,1,2025-05-05T22:36:18Z,2054.0
2384,@Sarahchachatz,Yani Hannah ana heshima ata kidogo Huyu dada mungu tu amsaidie aponye kinywa chake Yani anaropoka chochote kinachokuja mdomoni Hanna jaribu kujieshimu ata kidogo wew ni mwanamke na ni kioo cha jamaa,0,2025-05-05T22:36:06Z,2055.0
2385,@JanetKerubo-tm6bw,"Weee annah ni mwongo tuliona Sabrina akihug captain na anah airport akiwaambia bye halafu annah anasema eti alikuwa kwake na akiwa amefaa nguo zake  ,,,ninsense",1,2025-05-05T22:35:55Z,2056.0
2386,@habbzjulz6482,Wakisii jamani 😂😂😂😂😂😂 aaah Sabrina hii nae 😅😅😅😅joh,0,2025-05-05T22:35:12Z,2057.0
2387,@teresylorin,Like riri😂😅,0,2025-05-05T22:35:05Z,2058.0
2388,@ceciliamutua,Hanna kiherehere alikuja live kufanya I think she's wrong,0,2025-05-05T22:35:00Z,2059.0
2389,@chelseaamwayi4773,How is it posipo like riri😂😂,1,2025-05-05T22:33:10Z,2060.0
2390,@Jackiedaniel75,1:44 show inaanza,0,2025-05-05T22:32:45Z,2061.0
2391,@naomymuchesi7799,This interview is so irrelevant,1,2025-05-05T22:32:33Z,2062.0
2392,@MaureenMueni-fq8nl,"What hannah did was good,mbna uniongeleleee vibaya n ninaeza jileta,i love the confidence, watu mnajifanya sana ,obinna did nothing",0,2025-05-05T22:32:30Z,2063.0
2393,@Carizontanui,"Yeast infection is so common among women,,,,and it's treatable,,,it should not be a big issue really.",26,2025-05-05T22:32:25Z,2064.0
2394,@jacquelinemusimbi,"OBINA YOU DID WRONG,YOU  NEED TO APOLOGISE TO THESE TWO WITH IMMEDIATE EFFECT 😳",34,2025-05-05T22:31:11Z,2065.0
2395,@Chalomsafii,It's unfair why give her platform and she is not the guest,0,2025-05-05T22:31:06Z,2066.0
2396,@milesmedia9146,Gaswende 😂😂😂😂😂,0,2025-05-05T22:30:55Z,2067.0
2397,@shirleyachieng,"Obizze vile anaskiza hyo udaku weeuh😂😂the ""eheee"" for me😂😂😂may this kind of love never locate me eii🙆",61,2025-05-05T22:30:46Z,2068.0
2398,@nahashonmaina6875,"How comes prostitution is now a pool of market to such young visionary women,how comfortable are they sharing a married man!!!",0,2025-05-05T22:30:41Z,2069.0
2399,@lorinlorin4978,😂😂😂😂mbilikimo mkora aende na huko ako na ujinga sanaa,6,2025-05-05T22:30:30Z,2070.0
2400,@tickWan,Kama si oasis thats not evidence 😂,0,2025-05-05T22:28:57Z,2071.0
2401,@cynthianasimiyu1147,Boy ya Sabrina naye zii😂,2,2025-05-05T22:28:43Z,2072.0
2402,@risperatieno2007,"There are things you dont allow ata ka ni friendship,,there has to be boundaries..hapa host una loose direction.",0,2025-05-05T22:28:42Z,2073.0
2403,@SylviaAshuma,"So obinna,nkiweza kukuuliza unataka watoi wadogo watoe hapa mafunzo..umeanza kuharibu show..na si ety nko na wivu bt hii tuwaambie tu ukwel Kuna watoi Wanakupenda hata kuwatch shows zako hizi ni nini",8,2025-05-05T22:28:39Z,2074.0
2404,@GloriaChemutai-j5t,Hannah ka wewe n tegemeo kwenyu.... Mamako atakua amebant😢,110,2025-05-05T22:28:28Z,2075.0
2405,@3510_kituku,😢😢😢😢😢,0,2025-05-05T22:28:16Z,2076.0
2406,@K.y.a.l.o,Eh hii couple inabo mailord🤣🤣🤣 what in thendrama festivals is going on yawa,0,2025-05-05T22:28:14Z,2077.0
2407,@riyalmohamud2617,Samiir ni ng'ombe,0,2025-05-05T22:28:12Z,2078.0
2408,@MaScarlet-u3y,Hanna hana akili😂😂😂,1,2025-05-05T22:27:32Z,2079.0
2409,@judithlitiema2228,"Weeeeh ni aibuuuuuu,aibuuuu,aibuuuuu😢😢😢😢😢😢😢 UTI yayeeeee",3,2025-05-05T22:27:30Z,2080.0
2410,@julietonderi652,Obinna utawezana na wakisii 😂😂😂 ile makasiriko itakua hapo😂😂,11,2025-05-05T22:27:11Z,2081.0
2411,@FaithNjeri-e4e,Captain mwitu😂😂😂😂😂,1,2025-05-05T22:27:09Z,2082.0
2412,@chepngetichmercy89,You could have called Hannah na captain for their interview,6,2025-05-05T22:26:40Z,2083.0
2413,@Itsbree-u5b,Obinna  interview ni ya Hannah ama sabrina 😢,2,2025-05-05T22:26:34Z,2084.0
2414,@GloriaChemutai-j5t,Hannah n......ghai😮 😮😮😮 .😢😢 I'm ashamed and remorseful on behalf of her mother and siblings juu sasa......,0,2025-05-05T22:25:57Z,2085.0
2415,@NizzieTonny-rf2kl,Hannah amesaha vile alilia aki ju ya huo samir😢😢,5,2025-05-05T22:25:39Z,2086.0
2416,@SalmaRandu,Haya mapenzi ni ya utoto sna,3,2025-05-05T22:24:32Z,2087.0
2417,@loisewanjiru9652,"Obina pia hufavour huyu Dem sana, why should he allow her to interfere with other people's interview, huyu benta ni mtoto San na Kako na kiburi na wzazi ni kuteseka tu.",14,2025-05-05T22:24:16Z,2088.0
2418,@RodahYator-bq2wl,Yaani ilikuwa Hanna akuje...jamani Obi,1,2025-05-05T22:23:43Z,2089.0
2419,@Rosemarymwangi_rmmm,Waaah ...God forbid,0,2025-05-05T22:23:13Z,2090.0
2420,@JanetMkambe,Hana ❤❤❤❤❤,0,2025-05-05T22:23:07Z,2091.0
2421,@DamaryDavid,"Aka na mtu kanamaringo na shilingi mbili,unafikiria wewe ndo wakwanza kudrive",0,2025-05-05T22:23:01Z,2092.0
2422,@shirleyachieng,Eii Hannah yawa punguza mdomo yawa😏umekaa na Samir mnafanana na tabia moja yooh🤦🙆😏,2,2025-05-05T22:22:56Z,2093.0
2423,@Carolunique,Obinna it's high time u start protecting your guest😢😢,1,2025-05-05T22:22:55Z,2094.0
2424,@Carolunique,Obinna it's high time u start protecting your guest😢😢,53,2025-05-05T22:22:55Z,2095.0
2425,@MwanziaThomas,Hannah you are so stupid,0,2025-05-05T22:22:55Z,2096.0
2426,@mildredsagina1837,Hiyo kiss itanifikisha next year🤣🤣🤣🤣🤣🤣🤣🤣,2,2025-05-05T22:22:49Z,2097.0
2427,@KylerMoraa,Kuna m,0,2025-05-05T22:22:29Z,2098.0
2428,@JaneNyakosinjo,Huyu hannah hanaga akili walai😏😏,5,2025-05-05T22:22:07Z,2099.0
2429,@ANNAHNALIAKA-g8j,Ukweli inauma,0,2025-05-05T22:21:54Z,2100.0
2430,@SalmaRandu,Haya na bwana anakohoa ahe😂😂😂😂😂,1,2025-05-05T22:21:38Z,2101.0
2431,@dukecliff6944,"I'm single but with this kind of thing I'll stay forever single. 
Anyway nani anitaka kwa mara ya mwisho",0,2025-05-05T22:21:21Z,2102.0
2432,@Mbosha_vlogs,Aaaiih for whatever reason going on lately kisii lovebirds have been doing the most this week 😂😂😂kila mahali ni chai tu zieeet😅😅mpitie vlogs zangu pia zina chai,5,2025-05-05T22:21:12Z,2103.0
2433,@winnienjeri6432,"Obinna that was wrong & very wrong umeanza kukua baba dramas,anywe kula views venye unataka wengine wakule matusi guok😏",0,2025-05-05T22:21:00Z,2104.0
2434,@cyruskipchumba-oc6zc,Hanna ni shenzi saana,0,2025-05-05T22:20:15Z,2105.0
2435,@collopolite17,Tofauti ya Hannah na mafi ni Joto tuu🤢,0,2025-05-05T22:19:57Z,2106.0
2436,@belindakaku,The show was running nice until hanna showed up....hanna is bitter,0,2025-05-05T22:19:45Z,2107.0
2437,@RisperMomanyi-o7u,Obinna umekosea culture family  haungeallow Hanna akuje,49,2025-05-05T22:19:09Z,2108.0
2438,@bridgitmwikali6305,"What is this nonsense about the hannah  and all this drama was planned,",0,2025-05-05T22:19:03Z,2109.0
2439,@Grace-d6s7y,😂😂😂😂😂😂,0,2025-05-05T22:18:40Z,2110.0
2440,@jecintamumbi7569,Obinna ukiendelea hivi haijae,0,2025-05-05T22:18:27Z,2111.0
2441,@eunicendinda8413,Ghai!kwani hanna ni kamzee,0,2025-05-05T22:18:21Z,2112.0
2442,@Humblejoker254,Uyu mkisii kwani zimeshika😂😂😂😂,10,2025-05-05T22:18:04Z,2113.0
2443,@ITSALWAYSKIM,Sammir alikuwa ananyesha ati some smell,0,2025-05-05T22:17:55Z,2114.0
2444,@jecintamumbi7569,Aki the love I have for Sabrina ❤️❤️❤️❤️❤️❤️❤️,30,2025-05-05T22:17:49Z,2115.0
2445,@LaraJean-zz2pj,lakini obinna ingekua tu wewe situation ya sabrina ungekua kwa mlangoooo😂😂😂😂unaendaa,13,2025-05-05T22:17:33Z,2116.0
2446,@marywambua8930,Obinna that was Soo disrespectful of you,0,2025-05-05T22:17:30Z,2117.0
2447,@FaithNyokabb-t2q,Hannah is a good honestly she has defended her self but as for me I will be single till further notice iii mambo sii rahisi 😮😂,15,2025-05-05T22:17:27Z,2118.0
2448,@PatienceMwende-k5m,Very true  apange interview yake akuje pekee😂😂😂😂culture angepiga hiii nguruwe kofiiiii iache ujingaaaa nkt,0,2025-05-05T22:16:45Z,2119.0
2449,@yobisoar,heri kukua single hii yao ni utoto,0,2025-05-05T22:16:40Z,2120.0
2450,@BensonKorir-o6i,This is the last show am watching I think obinna you can do better,0,2025-05-05T22:16:20Z,2121.0
2451,@PatienceMwende-k5m,Very true  apange interview yake akuje pekee😂😂😂😂culture angepiga hiii nguruwe kofiiiii iache ujingaaaa nkt,31,2025-05-05T22:15:43Z,2122.0
2452,@SylviahKerubo-l9u,Sabrinah alitence after kuskia Hannah was coming,0,2025-05-05T22:15:34Z,2123.0
2453,@Rigan-kk8mk,Culture kill me men😂😂😂,7,2025-05-05T22:15:16Z,2124.0
2454,@VelmaMusimbi,Haka kasichana Hannah kanabooh nanikaa niukweli but Obinna ajafanya poa mbn aruhusu Hannah Kwa hii interview 🥺🥺🥺🥺🥺kimesinya sana hiki kidem😏😏😏😏😏,9,2025-05-05T22:14:47Z,2125.0
2455,@Moonpie1-l7x,Obizeeee nimeamsha majirani venye ulikuwa unataka😅😅😅😅😅😅hizi ni mawhat😂😂😂😂😂😂😂😂😂 mmetoa wapi huyu kijanaaaa,2,2025-05-05T22:14:45Z,2126.0
2456,@MaryKalii-t2l,Angeleta izo results za kisii,0,2025-05-05T22:14:35Z,2127.0
2457,@ElsyMugambi,"Obinnah hiyo show si ya hannah benta niyako😂😂ako kaumbwa kanajifanya sana kafala😂😂😂We support Sabiiiii our humble and respectufll girl❤❤❤❤

Hannah ni chokora ya Nairobi😂😂",50,2025-05-05T22:14:29Z,2128.0
2458,@atutimaureen,"Mnachukia Hanna because she is thriving in life ,,,,she has been supporting all the women samir brought in surely ,,, they all played a part !!!",29,2025-05-05T22:14:24Z,2129.0
2459,@marywanjiku208,KUMBE HUKO TIKTOK NI FILTER MNAEKANGA?😅😅😅 SASA MNAKAA NYASUGUTA NA MOGAKA😅😅ORIGINAL,0,2025-05-05T22:13:57Z,2130.0
2460,@FlorenceNekesa-c9x,"OBINA NI KAMA ALITAKA HAWA MADEM WAPIGANE PIA ,KWANI HANNAH SI ANGENGOJEA SIKU YAKE AKUJE INTERVIEW ,HII SIO POA🙄🙄🙄",1,2025-05-05T22:13:57Z,2131.0
2461,@dorakasmama5096,Hannah amezeeka na ameisha test kabisa,1,2025-05-05T22:13:54Z,2132.0
2462,@jecintamumbi7569,Obina hapa napo hujafanya poa,0,2025-05-05T22:13:46Z,2133.0
2463,@allankisiangani7840,Hanaah na confidence 😊😊 nimeipenda,59,2025-05-05T22:13:26Z,2134.0
2464,@DenisKyalo-j9h,Ii ndume ikona jokes,1,2025-05-05T22:13:02Z,2135.0
2465,@chakaley_nexus,woii mbona kila monday huku lazima tu mtu atrend why🤨,0,2025-05-05T22:12:29Z,2136.0
2466,@sharonjemutai599,Hanna ulisema acha uongo,0,2025-05-05T22:12:26Z,2137.0
2467,@Grace-d6s7y,Aliniita😂,1,2025-05-05T22:12:20Z,2138.0
2468,@lubs590,😂😂😂😂😂😂kuna fbi😂😂,0,2025-05-05T22:11:46Z,2139.0
2469,@wanjawakariuki9079,So samir alianza kuskia something after amelala na Hannah 😂😂😂😂,0,2025-05-05T22:11:43Z,2140.0
2470,@riyalmohamud2617,So sabrina ametoka nai just to get tested😂😂 aki mbilikimo na huyo jamaa wake wakona ujinga,2,2025-05-05T22:11:39Z,2141.0
