,category,language,likes,published_at,sentiment,subcategory,text,clean_text
684,Constructive,English,0,2022-10-12T19:49:29Z,Positive,Supportive Speech,"Ianoh sorry 😔 I know it's hurts bt itabidi tuh u move on and u forget that,,,💔argh it's Soo pain full 🥺","<person> sorry pensive_face i know its hurts bt itabidi tuh u move on and u forget that,,, broken_heart argh its soo pain full pleading_face"
685,Others,Swahili,1,2022-10-12T18:36:24Z,Neutral,General Others,This one is scripted ohhh😂😂😂,this one is scripted ohhh face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
686,Others,Swahili,50,2022-10-12T18:33:30Z,Negative,General Others,At the end vile ibra anamvuta waende is a real sign of a big dawg💪,at the end vile <person> anamvuta waende is a real sign of a big dawg flexed_biceps
687,Others,English,1,2022-10-12T18:32:22Z,Neutral,General Others,"Bro code 001
When your bro's girl calls you,, wait until the phone stops to ring and sue her to your bro
Thou shall not befriend your bro's girl","bro code 001 when your bros girl calls you,, wait until the phone stops to ring and sue her to your bro thou shall not befriend your bros girl"
688,Others,Swahili,0,2022-10-12T17:38:12Z,Neutral,General Others,"The real problem inakujanga  ukidate msee hakupendi,whiii","the real problem inakujanga ukidate msee hakupendi,whiii"
689,Others,Kenyan_slang,0,2022-10-12T16:14:38Z,Neutral,General Others,The best friend thing💔💔aanyway mtu anipee namba ya iano I'm ready to be loyal😂,the best friend thing broken_heart broken_heart aanyway mtu anipee namba ya <person> im ready to be loyal face_with_tears_of_joy
690,Others,English,0,2022-10-12T16:07:12Z,Neutral,General Others,Huyu boy ata hajui jina ya dame yake. Mara Nancy mara Hannah🤣😂😂😂😂😂😂🔥🔥🔥https://youtu.be/1RkpDodB5UY,huyu boy ata hajui jina ya dame yake. mara <person> mara <person> rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire fire fire
691,Constructive,Kenyan_slang,0,2022-10-12T14:54:37Z,Neutral,Supportive Speech,"I repeat NEVER EVER mix friendship with love. Huyu beste yake atakuja kujuta kumsaliti beste yake. Both of them were wrong why sleep with your best friend's partner and yet to make the matters worse, he's not even sorry about it. Huyo dem Na huyu beste yake waendelee tu kukulana hadharani at least they have been cought....","i repeat never ever mix friendship with love. huyu beste yake atakuja kujuta kumsaliti beste yake. both of them were wrong why sleep with your best friends partner and yet to make the matters worse, hes not even sorry about it. huyo dem na huyu beste yake waendelee tu kukulana hadharani at least they have been cought.."
692,Others,Kenyan_slang,0,2022-10-12T14:42:47Z,Neutral,General Others,"Too much pain bana .....Weeeh beshteee  hasiwahi jua bae wako,nkt","too much pain bana ..weeeh beshteee hasiwahi jua bae wako,nkt"
693,Constructive,Kenyan_slang,0,2022-10-12T14:39:20Z,Neutral,Corrective clarification,@thee Pluto show ni self control sio esteem bana,<person> show ni self control sio esteem bana
694,Others,English,0,2022-10-12T13:47:16Z,Neutral,General Others,Shit happens,shit happens
695,Constructive,English,0,2022-10-12T12:13:43Z,Positive,Supportive Speech,"These young men who chase after women need to stop this behavior. Mwanamke ukimchase hua unampea power kubwa sana. Then you are prolly poor, so she can dump you anytime na anakusahau. Work your arses off and make money na you will not have to chase after them. They will look for you. My brothers, heed to this advice.","these young men who chase after women need to stop this behavior. mwanamke ukimchase hua unampea power kubwa sana. then you are prolly poor, so she can dump you anytime na anakusahau. work your arses off and make money na you will not have to chase after them. they will look for you. my brothers, heed to this advice."
696,Others,Swahili,0,2022-10-12T11:49:14Z,Neutral,General Others,Huyo jamaa ako guilty hadi venye anaongea 😂,huyo jamaa ako guilty hadi venye anaongea face_with_tears_of_joy
697,Others,Kenyan_slang,0,2022-10-12T11:46:09Z,Neutral,General Others,Woishe🥺🥺,woishe pleading_face pleading_face
698,Others,English,1,2022-10-12T11:30:04Z,Neutral,General Others,This is so painful to watch,this is so painful to watch
699,Constructive,Kenyan_slang,0,2022-10-12T11:29:01Z,Neutral,Supportive Speech,Pole broh I feel for u,pole broh i feel for u
700,Offensive,Kenyan_slang,0,2022-10-12T11:12:59Z,Negative,Non-personal,Quavo hiyo si poa 😅...lakini why should you bring it to media...kinda childish,<person> hiyo si poa grinning_face_with_sweat ...lakini why should you bring it to media...kinda childish
701,Others,English,0,2022-10-12T10:41:20Z,Negative,General Others,This chiley is dirty🤣🤣🤣,this chiley is dirty rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
702,Constructive,Kenyan_slang,0,2022-10-12T10:33:41Z,Neutral,Decision-criticism,Nahuyu dame ana shida🙄ata huyu boy wake is more handsome than the friend 😒alafu why go to your friend's partner heri tafuta mtu mwingine waku cheat but not your friend's,nahuyu dame ana shida face_with_rolling_eyes ata huyu boy wake is more handsome than the friend unamused_face alafu why go to your friends partner heri tafuta mtu mwingine waku cheat but not your friends
703,Harmful,Swahili,1,2022-10-12T10:25:22Z,Negative,Misleading/Contextual Deception,Ni life your mamaaa is my mamaaa😂😂😂,ni life your mamaaa is my mamaaa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
704,Others,Kenyan_slang,0,2022-10-12T10:21:25Z,Neutral,General Others,Woooi friends 🚮🚮🚮🚮aki Ghai maaan💔🙆,woooi friends litter_in_bin_sign litter_in_bin_sign litter_in_bin_sign litter_in_bin_sign aki ghai maaan broken_heart person_gesturing_ok
705,Irony,Kenyan_slang,0,2022-10-12T09:37:22Z,Negative,General Others,Bestie bestie chumbwiii🤣🤣🤣🤣🤣🤣🤣,bestie bestie chumbwiii rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
706,Offensive,Kenyan_slang,0,2022-10-12T09:36:00Z,Negative,Vulgar language (Matusi),Mnaongea nini na huyo fala.....achana na huyo dem na uhustle bro,mnaongea nini na huyo fala..achana na huyo dem na uhustle bro
707,Others,Kenyan_slang,0,2022-10-12T09:17:17Z,Neutral,General Others,Woiyeee..,woiyeee..
708,Others,Swahili,0,2022-10-12T09:01:13Z,Neutral,General Others,nisaidieni namba za ibrah aseme ukweli😁😁,nisaidieni namba za <person> aseme ukweli beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
709,Constructive,English,26,2022-10-12T08:59:50Z,Positive,Supportive Speech,All shall be well Iano 🥺I  feel you,all shall be well <person> pleading_face i feel you
710,Others,Swahili,0,2022-10-12T08:04:04Z,Neutral,General Others,Nyinyi bado ni boys . Go to school and learn wachana na story za madem.,nyinyi bado ni boys . go to school and learn wachana na story za madem.
711,Others,English,0,2022-10-12T07:26:14Z,Neutral,General Others,Such kind of a friend😤😤😤,such kind of a friend face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose
712,Others,English,0,2022-10-12T07:25:17Z,Neutral,General Others,Such kind of a friend.,such kind of a friend.
713,Others,English,0,2022-10-12T05:44:47Z,Neutral,General Others,karma at an expected moment..,karma at an expected moment..
714,Others,English,0,2022-10-12T04:03:47Z,Neutral,General Others,Plz a follow up,plz a follow up
715,Offensive,Kenyan_slang,0,2022-10-11T21:41:49Z,Negative,Vulgar language (Matusi),"huyu Boyz si Boyz, anafaa mabaree, mtu mbwakni","huyu boyz si boyz, anafaa mabaree, mtu mbwakni"
716,Offensive,Kenyan_slang,0,2022-10-11T21:13:20Z,Negative,Vulgar language (Matusi),Hii ni nugu tu hakuna excuse hukua apo ukikulia beste yako dame,hii ni nugu tu hakuna excuse hukua apo ukikulia beste yako dame
717,Others,Kenyan_slang,0,2022-10-11T19:08:22Z,Neutral,General Others,Na ako uyo 3rd party anakaa fitty 😂🥰,na ako uyo 3rd party anakaa fitty face_with_tears_of_joy smiling_face_with_hearts
718,Others,Swahili,2,2022-10-11T18:51:57Z,Neutral,General Others,The young guy is handsome kuliko hiki kinamkulia dem,the young guy is handsome kuliko hiki kinamkulia dem
719,Others,Kenyan_slang,0,2022-10-11T18:48:39Z,Neutral,General Others,"Plzzzzzzzzzzzzz Thee Pluto update us venye jamaa anaendelea,that so hurting plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz","plzz <person> update us venye jamaa anaendelea,that so hurting plzz"
720,Others,Kenyan_slang,0,2022-10-11T18:04:28Z,Neutral,General Others,waaah  so unfair 😒 😑 😢 😪this is an  upside down world and life.,waaah so unfair unamused_face expressionless_face crying_face sleepy_face this is an upside down world and life.
721,Others,English,1,2022-10-11T14:48:05Z,Neutral,General Others,I love you ianoh ❤,i love you <person> red_heart
722,Cyberbullying,Swahili,0,2022-10-11T14:30:29Z,Negative,Direct Insult,Mweke kiti cha nyuma sasa unataka akwambiyeje na amekuambia wanakulana. Hata Dem amekushow  so    unatafuta   story zenye hasimake censenen,mweke kiti cha nyuma sasa unataka akwambiyeje na amekuambia wanakulana. hata dem amekushow so unatafuta story zenye hasimake censenen
723,Constructive,Kenyan_slang,0,2022-10-11T14:08:35Z,Positive,Supportive Speech,I like this girl  amekuambia ukweli    hakupenda,i like this girl amekuambia ukweli hakupenda
724,Constructive,English,0,2022-10-11T12:48:38Z,Negative,Genuine feedback,Fake friend,fake friend
725,Others,Swahili,1,2022-10-11T12:20:08Z,Neutral,General Others,Huyu boy wa dready anakaa mdaku venye anasema “AMENIITA KANDO 😂”,huyu boy wa dready anakaa mdaku venye anasema ameniita kando face_with_tears_of_joy
726,Constructive,Swahili,0,2022-10-11T12:16:33Z,Positive,Supportive Speech,Iano🫂take heart,<person> people_hugging take heart
727,Constructive,English,0,2022-10-11T10:12:44Z,Neutral,Genuine feedback,Na manze uyo dame ni pimbi for good... she's not appreciative ata kidogo...she is so selfish...but iano cheza kiwewe na shughuli zako kiwewe...na pluto gotea uyo iano...,na manze uyo dame ni pimbi for good... shes not appreciative ata kidogo...she is so selfish...but <person> cheza kiwewe na shughuli zako kiwewe...na <person> gotea uyo <person>...
728,Constructive,Kenyan_slang,2,2022-10-11T10:10:14Z,Neutral,Genuine feedback,Oyaa Pluto...big man ambia huyo boy asare form za huyo boy anajiita quavo...na asare pia form za terry...na kila kitu na ajifocus kiyeye💯alafu Pluto manze nataka nijue what happened next...fwatilia iyo script yako vizuri...good job my man Pluto na usalimie wasee wote wa familia...kimoja✌️,oyaa <person>...big man ambia huyo boy asare form za huyo boy anajiita <person>...na asare pia form za <person>...na kila kitu na ajifocus kiyeye hundred_points alafu <person> manze nataka nijue what happened next...fwatilia iyo script yako vizuri...good job my man <person> na usalimie wasee wote wa familia...kimoja victory_hand
729,Offensive,Kenyan_slang,0,2022-10-11T10:08:59Z,Negative,Vulgar language (Matusi),boy ako sawa dem ndo fala...usiwai kosana na bro ju ya dem,boy ako sawa dem ndo fala...usiwai kosana na bro ju ya dem
730,Others,English,7,2022-10-11T09:49:45Z,Neutral,General Others,I feel the pain of that boy 😭😭😭,i feel the pain of that boy loudly_crying_face loudly_crying_face loudly_crying_face
731,Constructive,English,1,2022-10-11T09:01:05Z,Positive,Supportive Speech,Iano take heart bro,<person> take heart bro
732,Others,Swahili,0,2022-10-11T08:14:35Z,Neutral,General Others,Niko ruiru pia mimi nadai pia ku sanitisation,niko ruiru pia mimi nadai pia ku sanitisation
733,Others,Swahili,0,2022-10-11T08:12:14Z,Neutral,General Others,Khaiiii 😅😅🤣😂😅🤣😂,khaii grinning_face_with_sweat grinning_face_with_sweat rolling_on_the_floor_laughing face_with_tears_of_joy grinning_face_with_sweat rolling_on_the_floor_laughing face_with_tears_of_joy
734,Cyberbullying,Kenyan_slang,1,2022-10-11T07:43:42Z,Negative,Humiliation,Huyo dem ametupa mbao pia😂Ona sura amechagua😂Kwani hataki watoto😂no offense,huyo dem ametupa mbao pia face_with_tears_of_joy ona sura amechagua face_with_tears_of_joy kwani hataki watoto face_with_tears_of_joy no offense
735,Others,Swahili,0,2022-10-11T06:24:41Z,Neutral,General Others,mali inaweza kuwa inaenda chain,mali inaweza kuwa inaenda chain
736,Others,Swahili,0,2022-10-11T06:24:23Z,Neutral,General Others,mngesanitize huyo boy mwingine pia,mngesanitize huyo boy mwingine pia
737,Offensive,English,0,2022-10-11T06:22:50Z,Negative,Sex-based,men will always embarrass you 🤣🤣🤣🤣,men will always embarrass you rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
738,Others,Swahili,0,2022-10-11T06:21:44Z,Neutral,General Others,Mtu aniconnect na ibrah😹 he's so cool,mtu aniconnect na <person> cat_with_tears_of_joy hes so cool
739,Cyberbullying,Kenyan_slang,0,2022-10-11T05:30:59Z,Negative,Threats,Ukimegewa megeana....haimalizi maumivu lakini yarejesha hadhi ya kiume.,ukimegewa megeana..haimalizi maumivu lakini yarejesha hadhi ya kiume.
740,Others,Swahili,1,2022-10-11T01:13:31Z,Neutral,General Others,Aki mapenzi wewe💔,aki mapenzi wewe broken_heart
741,Others,Swahili,1,2022-10-10T22:05:36Z,Neutral,General Others,Pluto jameni itabidi ssa umenitafutia mbs ...I'm missing meals for this show🤣🤣🤣🤣🤣🤣🤣🤣🤣😚😚😚,<person> jameni itabidi ssa umenitafutia mbs ...im missing meals for this show rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing kissing_face_with_closed_eyes kissing_face_with_closed_eyes kissing_face_with_closed_eyes
742,Others,English,0,2022-10-10T21:57:26Z,Neutral,General Others,this so painful 😭😭😭😭😭😭,this so painful loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face
743,Others,Swahili,0,2022-10-10T21:51:29Z,Neutral,General Others,ati sipendi kuhurt mtu 😂🤣😂,ati sipendi kuhurt mtu face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy
744,Others,English,1,2022-10-10T21:41:59Z,Neutral,General Others,Direct from TikTok 😂😂😂,direct from tiktok face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
745,Cyberbullying,Kenyan_slang,17,2022-10-10T21:05:42Z,Negative,Body shaming,Na venye hakima sura mapua kama ya chura na totoise kumbaf the one that is heartbroken  is so 😍,na venye hakima sura mapua kama ya chura na totoise kumbaf the one that is heartbroken is so smiling_face_with_heart-eyes
746,Others,Swahili,0,2022-10-10T20:59:05Z,Neutral,General Others,Waah I feel for this guy aki 😥 Khaaaaaaaaiiiii 💔,waah i feel for this guy aki sad_but_relieved_face khaaii broken_heart
747,Constructive,Kenyan_slang,0,2022-10-10T20:11:44Z,Positive,Supportive Speech,Follow up these people plz tujue kulienda aje,follow up these people plz tujue kulienda aje
748,Others,English,0,2022-10-10T20:03:00Z,Neutral,General Others,This is bad akii sorry iano😥😥,this is bad akii sorry <person> sad_but_relieved_face sad_but_relieved_face
749,Others,English,0,2022-10-10T19:53:17Z,Neutral,General Others,Painful,painful
750,Harmful,Swahili,0,2022-10-10T19:47:09Z,Negative,Parody,Terry ni mwizi wa mabwana 😄 🤣 😂 😆 😄 🤣 😂,<person> ni mwizi wa mabwana grinning_face_with_smiling_eyes rolling_on_the_floor_laughing face_with_tears_of_joy grinning_squinting_face grinning_face_with_smiling_eyes rolling_on_the_floor_laughing face_with_tears_of_joy
751,Others,Swahili,0,2022-10-10T19:45:56Z,Neutral,General Others,Pluto cbd unafika lini,<person> cbd unafika lini
752,Others,Kenyan_slang,0,2022-10-10T19:19:13Z,Negative,General Others,😂😂😂😂😂😂😂😂 hi kitu ni wired,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hi kitu ni wired
753,Others,English,0,2022-10-10T18:39:29Z,Negative,General Others,"wehh wacha Leo I comment..what the fuck happended to ""Bro's before wh×××s.""..😞",wehh wacha leo i comment..what the fuck happended to bros before whs... disappointed_face
