,category,language,likes,published_at,sentiment,subcategory,text,clean_text
489,Others,Code Switching,1,2025-05-09T19:13:30Z,Neutral,Spam,nipitieni please nifikishe 50 subscribers,<name> please nifikishe 50 subscribers
490,Constructive Criticism,Code Switching,0,2025-05-09T16:50:16Z,Neutral,Supportive Speech,"I think bentah akirudia that test agha Khan alikuwa anataka kuona kama amepona , y would you do test twice","i think bentah akirudia that test agha <name> alikuwa anataka <name> <name> amepona , y would you do test twice"
491,Constructive Criticism,Code Switching,0,2025-05-09T16:34:32Z,Neutral,Decision-criticism,Wueeh mambo ya Sabrina hayaleweki kabisaa very complicated 😮 I don't how this guy end up dating this gal😂 shiet!,wueeh mambo ya <name> <name> <name> very complicated facewithopenmouth i do nt how this guy end up dating this gal facewithtearsofjoy <name> !
492,Constructive Criticism,Code Switching,0,2025-05-09T16:21:14Z,Neutral,Performance-based,By now if you're a fan you should have been used to him Obinna already 😂,by now if you re a fan you should have been used to him <name> already facewithtearsofjoy
493,Others,Code Switching,0,2025-05-09T14:42:36Z,Neutral,General Others,weuh hii nayo noma,weuh hii nayo noma
494,Others,Code Switching,0,2025-05-09T14:33:08Z,Neutral,General Others,"Huyu jamaa na MC Exodus, same WhatsApp. Hawaskii 😅","huyu jamaa na <name> <name> , same whatsapp . hawaskii grinningfacewithsweat"
495,Constructive Criticism,Code Switching,0,2025-05-09T13:53:09Z,Positive,Genuine Praise,Pamela ako na kasmile weuh yeye angebaki tu kwa background to give the live show appealing @am gone keep smiling Pamela as you energies the pipo too😅,<name> <name> na kasmile weuh yeye angebaki <name> <name> background to give the live show appealing <name> gone keep smiling <name> as you energies the pipo too grinningfacewithsweat
496,Constructive Criticism,Code Switching,0,2025-05-09T12:43:59Z,Neutral,Performance-based,"57:20 😂😂😂😂😂😂 this guy is never serious, and can never be serious! He's just a joker","5720 facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy this guy is never serious , and can never be serious ! he s just a joker"
497,Irony/Sarcasm,Code Switching,2,2025-05-09T12:19:12Z,Negative,Mock compliment,🎉 culture anaboo,partypopper <name> anaboo
498,Constructive Criticism,Code Switching,0,2025-05-09T12:02:52Z,Neutral,Genuine feedback,So how will obinna  help you guys😂😂😂.. Hannah you know better pliz,so how will <name> help you guys facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy .. <name> you know better pliz
499,Constructive Criticism,English,2,2025-05-09T11:08:25Z,Positive,Genuine Praise,Ann Benta is real❤❤❤❤❤❤,<name> <name> is real redheart redheart redheart redheart redheart redheart
500,Others,Code Switching,0,2025-05-09T11:00:19Z,Neutral,General Inquiry,Is culture a comedian😂,is <name> a comedian facewithtearsofjoy
501,Others,Code Switching,0,2025-05-09T10:37:08Z,Neutral,General Others,"Culture how are you,kiti haikaliki buana😂 😂😂😂hapo ni kuenda na usirudi kabisa","<name> how are you , kiti <name> <name> facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy <name> ni kuenda na usirudi <name>"
502,Cyberbullying,Code Switching,0,2025-05-09T10:31:53Z,Negative,Direct Insult,Hannah you so immature.,<name> you so immature .
503,Others,Code Switching,0,2025-05-09T10:31:10Z,Neutral,General Others,I don't want to be this guy next to brina...I'd walkout and end that thing like seriously ati ulikua unanyonya chieth mbele ya current ghaiiii the patient in him naaaaaaaaahhhhhh,i do nt want to be this guy next to <name> .. id walkout and end that thing like seriously ati ulikua <name> <name> <name> <name> <name> <name> the patient in him naahh
504,Constructive Criticism,Code Switching,0,2025-05-09T10:30:53Z,Neutral,Performance-based,Obinna that was so wrong for you to invite Hannah in their interview.  That’s not nice. You need to apologize.  This is a joke,<name> that was so wrong for you to invite <name> in their interview . that s not nice . you need to apologize . this is a joke
505,Irony/Sarcasm,Code Switching,0,2025-05-09T10:04:02Z,Negative,Mock compliment,Huyo Captain anikujie nijaze space Sabrina aliacha😂,huyo <name> anikujie nijaze space <name> aliacha facewithtearsofjoy
506,Irony/Sarcasm,Code Switching,0,2025-05-09T09:14:08Z,Negative,Mock compliment,Sesonsip is so rong and emosonal😂😂,sesonsip is so rong and emosonal facewithtearsofjoy facewithtearsofjoy
507,Constructive Criticism,Code Switching,0,2025-05-09T09:05:56Z,Neutral,Genuine feedback,I think you og you have to be considered to og 😜😜😜,i think you og you have to be considered to og winkingfacewithtongue winkingfacewithtongue winkingfacewithtongue
508,Constructive Criticism,Code Switching,0,2025-05-09T08:36:36Z,Neutral,Performance-based,Obina apologise to culture  uko na ujinga sana wewe unatoroka interview za watu alafu unaita huyo dem mwingine  hapo ng'ania,<name> apologise to <name> uko na ujinga <name> wewe unatoroka interview za watu alafu <name> <name> dem mwingine hapo ngania
509,Constructive Criticism,Code Switching,0,2025-05-09T06:53:46Z,Neutral,Genuine feedback,May the kind of love never locate me,may the kind of love never locate me
510,Irony/Sarcasm,Code Switching,0,2025-05-09T06:50:11Z,Negative,Mock compliment,Did I here ziet,did i here ziet
511,Constructive Criticism,Code Switching,0,2025-05-09T06:18:08Z,Neutral,Performance-based,@ObinnaTVExtra mlete Kalondu bana huyo mamaa nakuanga nimecrushia mbaya sana...Halafu hizo vitu culture anafanya enda uulize Smile mbona saa hii hana smile face,<name> mlete kalondu bana huyo mamaa nakuanga nimecrushia mbaya <name> .. <name> <name> vitu <name> anafanya enda uulize <name> mbona saa hii <name> smile face
512,Constructive Criticism,Code Switching,1,2025-05-09T06:09:15Z,Neutral,Performance-based,Hannah alifanya show ikabamba😂it was boring,<name> alifanya show ikabamba facewithtearsofjoy it was boring
513,Constructive Criticism,Code Switching,0,2025-05-09T05:02:02Z,Neutral,Performance-based,"i hate these conversation it lacks maturity from the host in the sense that he does not care and respect the couple as the guest, views nayo umepata bt embarrassment your guest wameokota. What do we learn from these non sense?","i hate these conversation it lacks maturity from the host in the sense that he does not care and respect the couple as the guest , views nayo umepata bt embarrassment your guest wameokota . what do we learn from these non sense ?"
514,Constructive Criticism,Code Switching,0,2025-05-09T04:14:34Z,Neutral,Decision-criticism,"Obiina u becomingjust fake,what kind ofrubbish is this u hosting?really thats too low nkt","obiina u becomingjust fake , what kind ofrubbish is this u hosting?really that s too low nkt"
515,Constructive Criticism,English,4,2025-05-09T03:08:44Z,Neutral,Genuine feedback,Why Sabrina mention Hanna on their interview that was disrespectful,why <name> mention hanna on their interview that was disrespectful
516,Irony/Sarcasm,Code Switching,0,2025-05-09T01:02:06Z,Neutral,Mock Laughter,"Hii n maajabu😂
Anyways it is what it is",<name> n maajabu facewithtearsofjoy anyways it is what it is
517,Constructive Criticism,Sheng,0,2025-05-08T22:48:39Z,Positive,Supportive Speech,Magi ongee,magi ongee
518,Constructive Criticism,Code Switching,0,2025-05-08T22:36:20Z,Positive,Supportive Speech,Kuna age ikifika huogopi mtu yeyote,kuna age ikifika huogopi mtu yeyote
519,Irony/Sarcasm,Code Switching,0,2025-05-08T22:23:56Z,Neutral,Rhetorical Question,So Sab was not invited to Kisii but captain called her to test so much contradiction 😅lol,so sab was not invited to kisii but <name> called her to test so much contradiction grinningfacewithsweat lol
520,Cyberbullying,Code Switching,10,2025-05-08T22:15:26Z,Negative,Direct Insult,"Y'all blaming Hanna 🤌she was being disrespected and y'all expect her to just shurruupp....the so called sabina is so immature, childish and disrespectful","yall blaming hanna pinchedfingersshe was being disrespected and y all expect her to just shurruupp .. the so called sabina is so immature , childish and disrespectful"
521,Misinformation,Code Switching,0,2025-05-08T22:10:09Z,Neutral,Misleading/Contextual Deception,So ilikuwa ukweli,so ilikuwa ukweli
522,Constructive Criticism,English,1,2025-05-08T21:55:22Z,Neutral,Supportive Speech,But not fare to announce somebody sickness in the media I think Hannah she is very clear and clever,but not fare to announce somebody sickness in the media i think <name> she is very clear and clever
523,Cyberbullying,English,0,2025-05-08T21:40:56Z,Negative,Direct Insult,I can say Sabrina is bitter,i can say <name> is bitter
524,Constructive Criticism,Code Switching,0,2025-05-08T21:27:08Z,Neutral,Supportive Speech,Comment section mnamchukia hannah walahi.....sabrina is childish hannah evidence ata,comment section <name> <name> walahi .. <name> is childish <name> evidence ata
525,Irony/Sarcasm,Code Switching,0,2025-05-08T21:19:06Z,Negative,Mock Laughter,Na kaswende yenyewe inasemaje😂,na kaswende yenyewe inasemaje facewithtearsofjoy
526,Constructive Criticism,English,0,2025-05-08T20:06:43Z,Positive,Supportive Speech,Anna is okay be angry,<name> is okay be angry
527,Misinformation,Code Switching,0,2025-05-08T19:34:50Z,Negative,Misleading/Contextual Deception,"UTI haiwezi ambukizana unless was STI halafu mtu utakosa aje infection if you having sex while on periods 
Y'all so nasty 😢😢😢",uti haiwezi ambukizana unless was sti halafu mtu utakosa aje infection if you having sex while on periods yall so nasty cryingface cryingface cryingface
528,Irony/Sarcasm,Code Switching,0,2025-05-08T19:23:51Z,Negative,Mock Laughter,hannah watches too many movies mara evidence mara sijui nini🤣kidogo amekuwa FBI,<name> watches too many movies mara evidence mara sijui nini rollingonthefloorlaughing kidogo amekuwa fbi
529,Irony/Sarcasm,Code Switching,0,2025-05-08T18:26:40Z,Negative,Mock compliment,"Hii kitu inauma Hannah 😂,kaswende nayo amekasirika","hii kitu inauma <name> facewithtearsofjoy , <name> <name> amekasirika"
530,Cyberbullying,Code Switching,0,2025-05-08T17:37:41Z,Negative,Direct Insult,"that guy  called Captain,nayo simjui lakini akili kidogo  iko chini.","that guy called <name> , <name> <name> lakini akili kidogo iko chini ."
531,Offensive,Code Switching,0,2025-05-08T17:23:08Z,Negative,Vulgar language (Matusi),Aliacha mzee tupa tupa wapi huyu mdemu naye ni malaya kinoma,<name> mzee tupa tupa wapi huyu mdemu naye ni malaya kinoma
532,Irony/Sarcasm,Code Switching,1,2025-05-08T16:46:06Z,Neutral,Mock Laughter,"Obbinna:Unajua story ya Potiphar😼😅?
Culture: hapana sielewi🫠
Obinna: Okay, iko tu sawa😂😂😂😂
Uweeeh💀💀😂😂","obbinna unajua story <name> <name> catwithwrysmile grinningfacewithsweat ? <name> <name> <name> <name> <name> <name> <name> , iko <name> <name> facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy uweeh skull skull facewithtearsofjoy facewithtearsofjoy"
533,Irony/Sarcasm,English,0,2025-05-08T16:29:41Z,Negative,Mock compliment,Confusion of the highest order,confusion of the highest order
534,Constructive Criticism,Code Switching,0,2025-05-08T16:17:16Z,Neutral,Performance-based,Obinna you should not have allowed this benta woman to come to set.. this is s total fail,<name> you should not have allowed this benta woman to come to set .. this is s total fail
535,Constructive Criticism,Code Switching,1,2025-05-08T16:02:15Z,Neutral,Supportive Speech,"I feel for the wife, and the man he don't care about his wife, that is why am single, imagine kupigania mtu hana future na nyinyi, don't abuse single mother, this is a disrespect, calling sidechick ati beb achana na hiyo please, wife am sorry","i feel for the wife , and the man he do nt care about his wife , that is why am single , imagine kupigania mtu <name> future na nyinyi , do nt abuse single mother , this is a disrespect , calling <name> <name> beb achana na hiyo please , wife am sorry"
536,Constructive Criticism,Code Switching,0,2025-05-08T15:56:42Z,Neutral,Supportive Speech,Benta is being herself....Sabrina ni pretender....,benta is being herself .. <name> ni pretender ..
537,Others,Code Switching,0,2025-05-08T15:13:57Z,Neutral,General Inquiry,Ati sabrina ni born?,ati <name> ni born ?
538,Constructive Criticism,Code Switching,0,2025-05-08T15:09:18Z,Neutral,Performance-based,Obinna usituletee this kind of stupidity tena. Sod tunataka content zina make sense si hizi drama za kijinga plz,<name> usituletee this kind of stupidity tena . sod tunataka content zina make sense si hizi drama za kijinga plz
539,Irony/Sarcasm,Code Switching,0,2025-05-08T15:07:10Z,Negative,Mock compliment,Obinna juu sasa hauskii sasa si utafutie klaus  na nasieku basi😅😅😅😅😅,<name> <name> <name> hauskii sasa si utafutie klaus na nasieku basi grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat
540,Constructive Criticism,Code Switching,0,2025-05-08T14:50:31Z,Negative,Decision-criticism,SHAME! SHAME!,shame ! shame !
541,Constructive Criticism,Code Switching,0,2025-05-08T14:12:30Z,Neutral,Supportive Speech,"Obinna that's so immature mehn calling hannah to the show yet she was not supposed to be there ,i think next time u should do better","<name> that s so immature mehn calling <name> to the show yet she was not supposed to be there , i think next time u should do better"
542,Irony/Sarcasm,Code Switching,1,2025-05-08T14:03:33Z,Negative,Mock compliment,Msijifanye hamjasikia kalija alipeleka saprinah dinner ya ugali na omena na maziwa,msijifanye hamjasikia kalija alipeleka saprinah dinner <name> <name> na omena na maziwa
543,Irony/Sarcasm,Code Switching,0,2025-05-08T13:59:44Z,Negative,Mock compliment,Hanna benta 😂😂😂 ati who was sucking what!?,hanna benta facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy ati who was sucking what ! ?
544,Irony/Sarcasm,Code Switching,0,2025-05-08T13:30:48Z,Negative,Mock Laughter,And the guy is married😂😂😂😂😂😂😂😂😂😂😂😂😂😂,and the guy is married facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
545,Constructive Criticism,Code Switching,0,2025-05-08T13:09:38Z,Neutral,Genuine feedback,Ingekua sabrina ndio ako na kaswende .....Hanna angesha sema live...ni venye ni yeye ako nayo ndio mahana ananyamaza,<name> <name> <name> <name> na kaswende .. <name> angesha sema live .. ni <name> <name> <name> <name> <name> <name> <name> <name>
546,Cyberbullying,Code Switching,0,2025-05-08T13:04:16Z,Neutral,Humiliation,Milayas association.,milayas association .
547,Constructive Criticism,English,0,2025-05-08T12:48:40Z,Neutral,Supportive Speech,Obinna you have daughters.  How would you feel if it were them on show like this.  I don’t think this is right.,<name> you have daughters . how would you feel if it were them on show like this . i do nt think this is right .
